City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain inches (last 3hrs),Snow inches (last 3hrs)
225,Vardo,NO,2022-04-01 17:25:47,70.3705,31.1107,29.61,65,100,21.03,overcast clouds,0.0,0.0
226,Abu Dhabi,AE,2022-04-01 17:22:19,24.4667,54.3667,77.11,64,0,3.44,clear sky,0.0,0.0
227,Rajapur,IN,2022-04-01 17:25:48,25.3833,81.15,88.34,10,0,4.45,clear sky,0.0,0.0
228,The Valley,AI,2022-04-01 17:25:48,18.217,-63.0578,82.54,61,20,20.71,few clouds,0.0,0.0
229,Klaksvik,FO,2022-04-01 17:25:49,62.2266,-6.589,36.52,70,87,21.25,overcast clouds,0.0,0.0
230,Ahuimanu,US,2022-04-01 17:25:50,21.4447,-157.8378,75.36,75,40,11.5,scattered clouds,0.0,0.0
231,Nabire,ID,2022-04-01 17:25:50,-3.3667,135.4833,75.85,84,100,4.52,overcast clouds,0.0,0.0
232,Ibirataia,BR,2022-04-01 17:25:51,-14.0669,-39.6406,91.51,39,45,7.9,scattered clouds,0.0,0.0
233,Lagoa,PT,2022-04-01 17:25:51,39.05,-27.9833,59.2,94,100,25.37,overcast clouds,0.0,0.0
234,Manado,ID,2022-04-01 17:25:52,1.487,124.8455,75.97,94,20,1.14,few clouds,0.0,0.0
235,Tateyama,JP,2022-04-01 17:25:52,34.9833,139.8667,45.1,57,92,8.81,overcast clouds,0.0,0.0
236,Torbay,CA,2022-04-01 17:25:53,47.6666,-52.7314,41.88,78,75,11.5,broken clouds,0.0,0.0
237,Deputatskiy,RU,2022-04-01 17:25:53,69.3,139.9,-18.27,98,55,2.42,broken clouds,0.0,0.0
238,Raudeberg,NO,2022-04-01 17:25:53,61.9875,5.1352,40.96,72,15,12.71,few clouds,0.0,0.0
239,Los Llanos De Aridane,ES,2022-04-01 17:25:54,28.6585,-17.9182,64.13,78,75,5.75,broken clouds,0.0,0.0
240,Aquiraz,BR,2022-04-01 17:25:54,-3.9014,-38.3911,84.29,75,63,3.51,broken clouds,0.0,0.0
241,Salinas,US,2022-04-01 17:21:43,36.6777,-121.6555,58.8,79,20,0.0,few clouds,0.0,0.0
242,Tela,HN,2022-04-01 17:25:55,15.7833,-87.45,87.75,66,0,6.91,clear sky,0.0,0.0
243,Labelle,US,2022-04-01 17:21:58,26.7617,-81.4384,85.23,52,97,13.53,overcast clouds,0.0,0.0
244,Embonas,GR,2022-04-01 17:25:56,36.2269,27.8564,61.83,70,68,14.97,broken clouds,0.0,0.0
245,Jvari,GE,2022-04-01 17:25:56,42.7169,42.052,59.86,60,92,8.81,overcast clouds,0.0,0.0
246,Poum,NC,2022-04-01 17:25:57,-20.2333,164.0167,80.53,83,100,7.58,overcast clouds,0.0,0.0
247,Deloraine,AU,2022-04-01 17:25:57,-41.5333,146.6667,53.15,83,95,4.16,overcast clouds,0.0,0.0
248,Sao Desiderio,BR,2022-04-01 17:25:58,-12.3633,-44.9733,95.23,26,15,4.52,few clouds,0.0,0.0
249,Cassilandia,BR,2022-04-01 17:25:58,-19.1133,-51.7342,75.52,79,100,4.83,overcast clouds,0.0,0.0
250,Flinders,AU,2022-04-01 17:25:59,-34.5833,150.8552,59.25,85,100,13.0,light rain,0.0,0.0
251,Quatre Cocos,MU,2022-04-01 17:26:00,-20.2078,57.7625,77.11,94,100,18.07,moderate rain,0.0,0.0
252,Lebu,CL,2022-04-01 17:24:20,-37.6167,-73.65,60.33,76,0,15.86,clear sky,0.0,0.0
253,Menongue,AO,2022-04-01 17:26:01,-14.6585,17.691,67.57,88,63,4.29,moderate rain,0.0,0.0
254,Galesong,ID,2022-04-01 17:26:02,-5.3166,119.3661,75.22,83,61,7.38,broken clouds,0.0,0.0
255,Sharlyk,RU,2022-04-01 17:26:02,52.9167,54.75,37.17,100,100,5.61,overcast clouds,0.0,0.0
256,Bjornevatn,NO,2022-04-01 17:26:03,69.6672,29.9847,26.22,58,0,16.11,clear sky,0.0,0.0
257,Pochutla,MX,2022-04-01 17:26:04,15.7432,-96.4661,87.82,28,53,7.7,broken clouds,0.0,0.0
258,Lafiagi,NG,2022-04-01 17:26:04,8.8667,5.4167,105.15,16,17,4.0,few clouds,0.0,0.0
259,Januaria,BR,2022-04-01 17:23:40,-15.4833,-44.3667,96.89,19,0,5.44,clear sky,0.0,0.0
260,Clyde River,CA,2022-04-01 17:26:04,70.4692,-68.5914,12.43,79,75,3.44,broken clouds,0.0,0.0
261,Comodoro Rivadavia,AR,2022-04-01 17:26:05,-45.8667,-67.5,75.06,27,0,19.57,clear sky,0.0,0.0
262,Te Anau,NZ,2022-04-01 17:26:05,-45.4167,167.7167,46.15,93,41,0.51,scattered clouds,0.0,0.0
263,San Antonio,US,2022-04-01 17:25:19,29.4241,-98.4936,78.06,32,0,18.41,clear sky,0.0,0.0
264,Ascension,US,2022-04-01 17:23:49,30.2169,-90.9001,72.1,46,0,6.91,clear sky,0.0,0.0
265,Impfondo,CG,2022-04-01 17:26:06,1.6381,18.0667,73.33,90,91,0.76,overcast clouds,0.0,0.0
266,Nelson Bay,AU,2022-04-01 17:26:06,-32.7167,152.15,62.1,74,100,20.51,overcast clouds,0.0,0.0
267,Bukachacha,RU,2022-04-01 17:26:06,52.9833,116.9167,18.86,94,64,1.57,broken clouds,0.0,0.0
268,East London,ZA,2022-04-01 17:26:07,-33.0153,27.9116,63.54,100,100,4.61,light rain,0.0,0.0
269,Rio Gallegos,AR,2022-04-01 17:21:40,-51.6226,-69.2181,59.05,29,75,14.97,broken clouds,0.0,0.0
270,Nizhniy Kuranakh,RU,2022-04-01 17:26:07,58.8353,125.4869,28.22,90,100,8.46,overcast clouds,0.0,0.0
271,Beringovskiy,RU,2022-04-01 17:26:07,63.05,179.3167,27.1,97,100,9.04,light snow,0.0,0.0
272,Moerai,PF,2022-04-01 17:26:08,-22.4333,-151.3333,80.26,68,62,17.47,broken clouds,0.0,0.0
273,Kruisfontein,ZA,2022-04-01 17:22:49,-34.0033,24.7314,63.88,73,93,5.93,overcast clouds,0.0,0.0
274,Yatou,CN,2022-04-01 17:26:08,37.15,122.3833,36.73,39,1,4.56,clear sky,0.0,0.0
275,Harper,LR,2022-04-01 17:26:09,4.375,-7.7169,83.95,76,55,9.31,light rain,0.0,0.0
276,Gravdal,NO,2022-04-01 17:26:09,68.1214,13.5031,33.69,86,100,9.22,light shower snow,0.0,0.0
277,Aasiaat,GL,2022-04-01 17:26:10,68.7098,-52.8699,19.8,92,82,8.61,broken clouds,0.0,0.0
278,Gainesville,US,2022-04-01 17:26:10,29.6516,-82.3248,78.03,62,0,3.44,clear sky,0.0,0.0
279,Hazorasp,UZ,2022-04-01 17:26:10,41.3194,61.0742,58.84,19,76,7.07,broken clouds,0.0,0.0
280,Sandakan,MY,2022-04-01 17:26:11,5.8402,118.1179,80.28,89,20,3.44,few clouds,0.0,0.0
281,Meulaboh,ID,2022-04-01 17:26:11,4.1363,96.1285,80.06,76,100,0.92,overcast clouds,0.0,0.0
282,Anicuns,BR,2022-04-01 17:26:12,-16.4611,-49.9617,85.6,48,13,3.89,few clouds,0.0,0.0
283,Zhiryatino,RU,2022-04-01 17:26:12,53.2228,33.7306,34.12,98,100,15.32,overcast clouds,0.0,0.0
284,Bereda,ES,2022-04-01 17:26:12,43.2686,-7.5406,44.58,70,93,6.08,overcast clouds,0.0,0.0
285,Komsomolskiy,UZ,2022-04-01 17:24:11,40.4272,71.7189,59.72,41,0,4.61,clear sky,0.0,0.0
286,Okha,RU,2022-04-01 17:26:13,53.5739,142.9478,-0.45,99,30,7.61,scattered clouds,0.0,0.0
287,Kalaleh,IR,2022-04-01 17:26:13,37.3807,55.4916,60.4,63,0,4.61,clear sky,0.0,0.0
288,Popondetta,PG,2022-04-01 17:26:14,-8.7537,148.2534,73.35,95,100,2.93,overcast clouds,0.0,0.0
289,Varenikovskaya,RU,2022-04-01 17:26:14,45.1209,37.6417,62.92,28,98,22.03,overcast clouds,0.0,0.0
290,Leningradskiy,RU,2022-04-01 17:26:15,69.3833,178.4167,-9.18,100,100,0.58,overcast clouds,0.0,0.0
291,Kjollefjord,NO,2022-04-01 17:26:16,70.9457,27.3465,28.45,86,100,9.24,overcast clouds,0.0,0.0
292,Mananara,MG,2022-04-01 17:26:16,-16.1667,49.7667,73.27,93,95,4.81,light rain,0.0,0.0
293,Barguzin,RU,2022-04-01 17:26:17,53.6167,109.6167,25.86,81,97,1.88,overcast clouds,0.0,0.0
294,Sunbury,AU,2022-04-01 17:26:17,-37.5833,144.7333,57.63,82,75,11.5,broken clouds,0.0,0.0
295,Thabazimbi,ZA,2022-04-01 17:26:18,-24.5917,27.4116,71.2,35,10,3.51,clear sky,0.0,0.0
296,Qaqortoq,GL,2022-04-01 17:26:18,60.7167,-46.0333,46.0,59,75,9.04,broken clouds,0.0,0.0
297,Roma,US,2022-04-01 17:21:22,43.2128,-75.4557,41.72,84,100,17.0,overcast clouds,0.0,0.0
298,Krasnoarmeysk,RU,2022-04-01 17:26:19,51.0239,45.6969,48.69,65,100,16.44,overcast clouds,0.0,0.0
299,Kronach,DE,2022-04-01 17:26:19,50.2396,11.3331,34.56,81,100,12.15,overcast clouds,0.0,0.0
300,Hede,CN,2022-04-01 17:26:20,33.7681,120.2517,37.72,63,100,2.62,overcast clouds,0.0,0.0
301,Jaguaruna,BR,2022-04-01 17:26:21,-28.615,-49.0256,72.25,59,30,7.47,scattered clouds,0.0,0.0
302,Bathsheba,BB,2022-04-01 17:26:21,13.2167,-59.5167,86.61,58,20,21.85,few clouds,0.0,0.0
303,Davenda,RU,2022-04-01 17:26:22,53.5556,119.317,18.5,94,75,2.89,broken clouds,0.0,0.0
304,Waingapu,ID,2022-04-01 17:26:23,-9.6567,120.2641,77.67,85,2,3.74,clear sky,0.0,0.0
305,Maniitsoq,GL,2022-04-01 17:26:24,65.4167,-52.9,32.81,84,8,7.61,clear sky,0.0,0.0
306,Saint Anthony,US,2022-04-01 17:26:25,45.0205,-93.218,43.92,52,0,8.05,clear sky,0.0,0.0
307,Avera,US,2022-04-01 17:26:25,33.194,-82.5271,69.31,36,12,13.85,few clouds,0.0,0.0
308,Celestun,MX,2022-04-01 17:26:26,20.8667,-90.4,85.55,66,13,9.64,few clouds,0.0,0.0
309,Alta Floresta,BR,2022-04-01 17:26:26,-9.8756,-56.0861,91.22,58,40,8.05,scattered clouds,0.0,0.0
310,Sattenapalle,IN,2022-04-01 17:26:27,16.4,80.1833,80.42,78,4,12.12,clear sky,0.0,0.0
311,Samarai,PG,2022-04-01 17:23:13,-10.6167,150.6667,79.74,81,100,16.11,moderate rain,0.0,0.0
312,Arman,RU,2022-04-01 17:26:27,59.7,150.1667,3.02,80,100,7.81,overcast clouds,0.0,0.0
313,Colares,PT,2022-04-01 17:26:27,38.7992,-9.4469,60.48,42,0,24.0,clear sky,0.0,0.0
314,Zhigansk,RU,2022-04-01 17:26:28,66.7697,123.3711,19.11,93,100,19.48,light snow,0.0,0.0
315,Istmina,CO,2022-04-01 17:26:28,5.1605,-76.684,81.0,80,87,1.68,overcast clouds,0.0,0.0
316,Verkhoyansk,RU,2022-04-01 17:26:29,67.5447,133.385,-13.61,100,64,2.15,broken clouds,0.0,0.0
317,Puerto Del Rosario,ES,2022-04-01 17:26:29,28.5004,-13.8627,67.75,64,20,16.11,few clouds,0.0,0.0
318,Petropavlovsk-Kamchatskiy,RU,2022-04-01 17:26:30,53.0452,158.6483,19.99,63,0,6.71,clear sky,0.0,0.0
319,Igbo Ora,NG,2022-04-01 17:26:30,7.4333,3.2833,79.9,78,79,20.31,moderate rain,0.0,0.0
320,Mogadishu,SO,2022-04-01 17:26:31,2.0371,45.3438,82.0,77,66,15.82,broken clouds,0.0,0.0
321,Channel-Port Aux Basques,CA,2022-04-01 17:26:31,47.5702,-59.1367,33.26,97,100,28.95,snow,0.0,0.0
322,Sierra Vista,US,2022-04-01 17:26:32,31.5545,-110.3037,67.84,19,0,8.05,clear sky,0.0,0.0
323,Hurghada,EG,2022-04-01 17:26:33,27.2574,33.8129,78.84,36,0,0.0,clear sky,0.0,0.0
324,Viedma,AR,2022-04-01 17:26:33,-40.8135,-62.9967,72.0,18,100,18.9,overcast clouds,0.0,0.0
325,Teguise,ES,2022-04-01 17:26:33,29.0605,-13.564,66.42,56,20,18.41,few clouds,0.0,0.0
326,Vilhena,BR,2022-04-01 17:26:34,-12.7406,-60.1458,66.42,82,75,10.36,broken clouds,0.0,0.0
327,Kaitangata,NZ,2022-04-01 17:26:34,-46.2817,169.8464,42.46,93,12,5.03,few clouds,0.0,0.0
328,Faanui,PF,2022-04-01 17:26:35,-16.4833,-151.75,81.28,74,100,6.53,light rain,0.0,0.0
329,Faya,SA,2022-04-01 17:26:35,18.3851,42.4509,69.91,27,1,8.41,clear sky,0.0,0.0
330,Conde,BR,2022-04-01 17:22:06,-7.2597,-34.9075,89.06,58,20,13.8,few clouds,0.0,0.0
331,Kulhudhuffushi,MV,2022-04-01 17:26:36,6.6221,73.07,83.28,70,8,4.45,clear sky,0.0,0.0
332,Belfast,GB,2022-04-01 17:23:02,54.5833,-5.9333,44.42,72,20,8.05,few clouds,0.0,0.0
333,Bandarbeyla,SO,2022-04-01 17:26:36,9.4942,50.8122,80.67,76,2,11.25,clear sky,0.0,0.0
334,Labuhan,ID,2022-04-01 17:26:37,-6.8844,112.2051,77.27,88,100,8.48,overcast clouds,0.0,0.0
335,Khasan,RU,2022-04-01 17:26:38,42.4308,130.6434,37.58,54,6,5.1,clear sky,0.0,0.0
336,Atar,MR,2022-04-01 17:26:38,20.5169,-13.0499,95.58,7,0,10.78,clear sky,0.0,0.0
337,Lubyany,RU,2022-04-01 17:26:39,56.0378,51.4,29.59,93,100,8.59,overcast clouds,0.0,0.0
338,Grand Gaube,MU,2022-04-01 17:26:39,-20.0064,57.6608,77.4,90,100,11.99,heavy intensity rain,0.0,0.0
339,Qingdao,CN,2022-04-01 17:22:04,36.0986,120.3719,38.8,65,0,2.24,clear sky,0.0,0.0
340,Hay River,CA,2022-04-01 17:21:41,60.8156,-115.7999,-5.82,65,75,8.05,broken clouds,0.0,0.0
341,Mount Isa,AU,2022-04-01 17:26:40,-20.7333,139.5,74.97,29,3,12.66,light rain,0.0,0.0
342,Acajutla,SV,2022-04-01 17:26:41,13.5928,-89.8275,86.67,54,4,8.5,clear sky,0.0,0.0
343,Diamantino,BR,2022-04-01 17:26:41,-14.4086,-56.4461,65.64,82,100,7.63,overcast clouds,0.0,0.0
344,Goure,NE,2022-04-01 17:22:07,13.9835,10.2704,97.02,5,3,5.68,clear sky,0.0,0.0
345,Karpathos,GR,2022-04-01 17:26:42,35.507,27.2132,62.56,77,0,11.5,clear sky,0.0,0.0
346,Qarchi Gak,AF,2022-04-01 17:26:42,37.04,66.7889,72.07,18,71,10.25,broken clouds,0.0,0.0
347,Beaune,FR,2022-04-01 17:26:43,47.0833,4.75,35.62,85,100,8.37,overcast clouds,0.0,0.0
348,Grindavik,IS,2022-04-01 17:26:43,63.8424,-22.4338,46.87,71,40,9.22,scattered clouds,0.0,0.0
349,Kaseda,JP,2022-04-01 17:26:44,31.4167,130.3167,52.68,58,99,11.01,overcast clouds,0.0,0.0
350,Yar-Sale,RU,2022-04-01 17:26:44,66.8333,70.8333,10.72,92,72,9.98,broken clouds,0.0,0.0
351,Shaoxing,CN,2022-04-01 17:26:45,30.011,120.5715,49.95,79,100,2.35,overcast clouds,0.0,0.0
352,Port Hawkesbury,CA,2022-04-01 17:21:51,45.6169,-61.3485,51.91,100,100,2.3,overcast clouds,0.0,0.0
353,Mata,PT,2022-04-01 17:26:45,40.683,-7.4592,56.93,36,8,7.07,clear sky,0.0,0.0
354,Vila Do Maio,CV,2022-04-01 17:26:46,15.1333,-23.2167,81.39,80,5,16.6,clear sky,0.0,0.0
355,Dobre Miasto,PL,2022-04-01 17:26:46,53.9867,20.3975,35.46,44,100,16.02,overcast clouds,0.0,0.0
356,Cayenne,GF,2022-04-01 17:26:47,4.9333,-52.3333,78.84,1,75,6.91,mist,0.0,0.0
357,Seoul,KR,2022-04-01 17:23:18,37.5683,126.9778,40.44,87,0,0.0,clear sky,0.0,0.0
358,Tahta,EG,2022-04-01 17:26:48,26.7693,31.5021,86.59,6,61,7.49,broken clouds,0.0,0.0
359,Dourbali,TD,2022-04-01 17:26:48,11.8091,15.8632,97.66,6,46,9.82,scattered clouds,0.0,0.0
360,Urumqi,CN,2022-04-01 17:26:49,43.801,87.6005,47.35,37,0,2.24,clear sky,0.0,0.0
361,Lamu,KE,2022-04-01 17:26:50,-2.2717,40.902,84.42,81,21,8.41,few clouds,0.0,0.0
362,Cascais,PT,2022-04-01 17:26:50,38.6979,-9.4215,60.66,43,0,24.0,clear sky,0.0,0.0
363,Half Moon Bay,US,2022-04-01 17:26:51,37.4636,-122.4286,65.1,75,0,3.44,clear sky,0.0,0.0
364,Poronaysk,RU,2022-04-01 17:26:51,49.2167,143.1167,13.23,89,81,5.97,broken clouds,0.0,0.0
365,Sirsi,IN,2022-04-01 17:26:52,14.6167,74.85,72.03,90,37,5.3,scattered clouds,0.0,0.0
366,Lindi,TZ,2022-04-01 17:26:52,-10.0,39.7167,76.05,95,75,2.01,light rain,0.0,0.0
367,Saint-Augustin,CA,2022-04-01 17:26:53,51.226,-58.6502,32.38,99,100,12.95,overcast clouds,0.0,0.0
368,Oytal,KZ,2022-04-01 17:26:53,42.9057,73.2697,53.94,49,95,5.39,overcast clouds,0.0,0.0
369,Keti Bandar,PK,2022-04-01 17:26:54,24.1447,67.4497,80.31,63,0,9.86,clear sky,0.0,0.0
370,Gelibolu,TR,2022-04-01 17:26:54,40.4103,26.6708,67.86,52,0,28.92,clear sky,0.0,0.0
371,Aviles,ES,2022-04-01 17:26:54,43.5547,-5.9248,49.77,56,40,8.99,scattered clouds,0.0,0.0
372,Hasaki,JP,2022-04-01 17:26:55,35.7333,140.8333,32.4,56,98,17.72,overcast clouds,0.0,0.0
373,Inta,RU,2022-04-01 17:26:55,66.0317,60.1659,12.22,93,91,9.84,overcast clouds,0.0,0.0
374,Dongsheng,CN,2022-04-01 17:26:56,39.8161,109.9776,33.22,40,1,8.97,clear sky,0.0,0.0
375,Berlevag,NO,2022-04-01 17:26:56,70.8578,29.0864,28.35,69,75,20.71,broken clouds,0.0,0.0
376,Sadiqabad,PK,2022-04-01 17:26:57,28.3062,70.1307,85.06,5,0,5.75,clear sky,0.0,0.0
377,Boa Vista,BR,2022-04-01 17:25:49,2.8197,-60.6733,91.38,40,40,16.11,scattered clouds,0.0,0.0
378,Havoysund,NO,2022-04-01 17:26:57,70.9963,24.6622,28.63,92,100,15.41,snow,0.0,0.0
379,Kathmandu,NP,2022-04-01 17:23:21,27.7167,85.3167,70.02,83,75,2.3,mist,0.0,0.0
380,Pevek,RU,2022-04-01 17:25:27,69.7008,170.3133,-18.6,99,65,4.72,broken clouds,0.0,0.0
381,Rocha,UY,2022-04-01 17:26:58,-34.4833,-54.3333,66.74,47,59,8.39,broken clouds,0.0,0.0
382,Karratha,AU,2022-04-01 17:26:58,-20.7377,116.8463,84.38,71,65,8.14,broken clouds,0.0,0.0
383,Porkhov,RU,2022-04-01 17:26:59,57.765,29.5561,27.91,78,100,5.08,overcast clouds,0.0,0.0
384,Tanout,NE,2022-04-01 17:24:14,14.9709,8.8879,94.3,3,0,6.64,clear sky,0.0,0.0
385,Cockburn Town,TC,2022-04-01 17:26:27,21.4612,-71.1419,77.9,74,41,19.77,scattered clouds,0.0,0.0
386,Bone,DE,2022-04-01 17:27:00,51.9669,12.1396,44.26,35,100,15.1,overcast clouds,0.0,0.0
387,Mabaruma,GY,2022-04-01 17:27:00,8.2,-59.7833,84.69,56,93,7.56,overcast clouds,0.0,0.0
388,Ostrovnoy,RU,2022-04-01 17:27:01,68.0531,39.5131,15.53,93,96,9.55,overcast clouds,0.0,0.0
389,Saint Paul,US,2022-04-01 17:24:02,44.9444,-93.0933,45.41,53,0,6.91,clear sky,0.0,0.0
390,Dzhebariki-Khaya,RU,2022-04-01 17:27:02,62.2167,135.8,-12.32,100,62,1.86,broken clouds,0.0,0.0
391,Virden,US,2022-04-01 17:27:02,39.5009,-89.7679,41.68,61,8,6.51,clear sky,0.0,0.0
392,Labranzagrande,CO,2022-04-01 17:27:03,5.5622,-72.575,78.89,57,67,5.82,broken clouds,0.0,0.0
393,Imeni Poliny Osipenko,RU,2022-04-01 17:27:03,52.4201,136.4853,2.91,100,92,2.64,overcast clouds,0.0,0.0
394,Tasiilaq,GL,2022-04-01 17:22:37,65.6145,-37.6368,39.36,87,76,2.35,broken clouds,0.0,0.0
395,Daru,PG,2022-04-01 17:27:04,-9.0763,143.2092,76.78,85,100,2.71,overcast clouds,0.0,0.0
396,Srednekolymsk,RU,2022-04-01 17:25:45,67.45,153.6833,-21.6,100,98,3.0,overcast clouds,0.0,0.0
397,Palu,ID,2022-04-01 17:27:04,-0.8917,119.8707,75.97,89,95,2.44,overcast clouds,0.0,0.0
398,Moree,AU,2022-04-01 17:27:05,-29.4667,149.85,53.62,87,22,2.3,few clouds,0.0,0.0
399,Kushiro,JP,2022-04-01 17:26:36,42.975,144.3747,23.18,89,86,4.79,overcast clouds,0.0,0.0
400,Kholm,RU,2022-04-01 17:27:06,59.2667,32.85,23.81,93,88,4.0,overcast clouds,0.0,0.0
401,Yerkoy,TR,2022-04-01 17:27:06,39.6381,34.4672,63.99,30,53,11.54,broken clouds,0.0,0.0
402,Assiniboia,CA,2022-04-01 17:27:07,49.6334,-105.9845,40.82,48,51,21.85,broken clouds,0.0,0.0
403,Lorengau,PG,2022-04-01 17:27:07,-2.0226,147.2712,82.04,79,100,13.67,overcast clouds,0.0,0.0
404,Port Macquarie,AU,2022-04-01 17:27:08,-31.4333,152.9167,55.89,70,76,13.09,broken clouds,0.0,0.0
405,Mossendjo,CG,2022-04-01 17:27:09,-2.9506,12.7261,71.87,98,96,3.13,light rain,0.0,0.0
406,Milagres,BR,2022-04-01 17:27:09,-7.3133,-38.9456,90.37,50,84,2.04,broken clouds,0.0,0.0
407,Poltava,UA,2022-04-01 17:27:10,49.5937,34.5407,59.5,49,80,15.79,broken clouds,0.0,0.0
408,Khanpur,PK,2022-04-01 17:27:11,28.6453,70.6567,85.91,5,0,7.63,clear sky,0.0,0.0
409,Kenai,US,2022-04-01 17:27:11,60.5544,-151.2583,39.02,71,0,18.41,clear sky,0.0,0.0
410,Damghan,IR,2022-04-01 17:27:12,36.1683,54.348,64.78,21,0,3.94,clear sky,0.0,0.0
411,Pyaozerskiy,RU,2022-04-01 17:27:12,65.8333,31.1667,15.49,88,94,3.58,overcast clouds,0.0,0.0
412,Luau,AO,2022-04-01 17:27:13,-10.7073,22.2247,68.27,89,56,2.46,broken clouds,0.0,0.0
413,Nenjiang,CN,2022-04-01 17:27:13,49.1833,125.2167,30.83,71,29,4.81,scattered clouds,0.0,0.0
414,Tuatapere,NZ,2022-04-01 17:27:14,-46.1333,167.6833,44.92,88,5,3.78,clear sky,0.0,0.0
415,Torrington,US,2022-04-01 17:24:34,41.8007,-73.1212,52.34,83,68,3.0,broken clouds,0.0,0.0
416,Nome,US,2022-04-01 17:27:15,64.5011,-165.4064,23.07,74,40,9.22,scattered clouds,0.0,0.0
417,Jiayuguan,CN,2022-04-01 17:27:15,39.8167,98.3,40.32,20,0,6.85,clear sky,0.0,0.0
418,Kaman,IN,2022-04-01 17:27:15,27.65,77.2667,85.77,6,0,7.45,clear sky,0.0,0.0
419,Vila Velha,BR,2022-04-01 17:27:16,-20.3297,-40.2925,84.15,81,20,12.66,few clouds,0.0,0.0
420,Dolores,AR,2022-04-01 17:27:17,-36.3132,-57.6792,66.24,42,0,7.11,clear sky,0.0,0.0
421,Agnibilekrou,CI,2022-04-01 17:27:17,7.1344,-3.2047,82.69,69,92,7.87,moderate rain,0.0,0.0
422,Manta,EC,2022-04-01 17:27:18,-0.95,-80.7333,82.18,78,75,6.91,broken clouds,0.0,0.0
423,Rock Springs,US,2022-04-01 17:27:18,41.5875,-109.2029,45.05,41,0,16.11,clear sky,0.0,0.0
424,Amapa,BR,2022-04-01 17:27:19,1.0,-52.0,75.4,98,100,2.37,heavy intensity rain,0.0,0.0
425,Gimli,CA,2022-04-01 17:27:19,50.6336,-96.9907,37.42,70,23,14.97,few clouds,0.0,0.0
426,Yarkovo,RU,2022-04-01 17:27:20,57.4028,67.0786,23.85,98,100,4.9,overcast clouds,0.0,0.0
427,Atasu,KZ,2022-04-01 17:27:20,48.6814,71.6433,30.94,96,100,3.85,overcast clouds,0.0,0.0
428,Bonthe,SL,2022-04-01 17:27:20,7.5264,-12.505,83.53,73,70,12.3,broken clouds,0.0,0.0
429,Lompoc,US,2022-04-01 17:27:21,34.6391,-120.4579,63.7,80,100,4.0,mist,0.0,0.0
430,Provost,CA,2022-04-01 17:27:21,52.3501,-110.2683,37.85,69,57,11.36,broken clouds,0.0,0.0
431,Promissao,BR,2022-04-01 17:27:22,-21.5367,-49.8581,75.94,69,86,10.13,overcast clouds,0.0,0.0
432,Maceio,BR,2022-04-01 17:25:02,-9.6658,-35.7353,87.24,62,75,11.5,broken clouds,0.0,0.0
433,Alto Araguaia,BR,2022-04-01 17:27:22,-17.3147,-53.2153,73.65,82,98,6.26,overcast clouds,0.0,0.0
434,Makurdi,NG,2022-04-01 17:27:23,7.7411,8.5121,102.81,19,97,2.46,overcast clouds,0.0,0.0
435,Shellbrook,CA,2022-04-01 17:27:23,53.2168,-106.4011,27.63,85,100,17.07,overcast clouds,0.0,0.0
436,Gat,IL,2022-04-01 17:27:24,31.61,34.7642,78.4,100,100,5.41,overcast clouds,0.0,0.0
437,Baghdad,IQ,2022-04-01 17:24:39,33.3406,44.4009,76.91,15,0,9.22,clear sky,0.0,0.0
438,San Jeronimo,PE,2022-04-01 17:27:24,-11.9472,-75.2829,59.14,61,98,3.98,overcast clouds,0.0,0.0
439,Oderzo,IT,2022-04-01 17:27:24,45.7882,12.5019,54.32,90,100,3.98,light rain,0.0,0.0
440,Plettenberg Bay,ZA,2022-04-01 17:27:25,-34.0527,23.3716,62.49,74,76,2.59,broken clouds,0.0,0.0
441,Lumeje,AO,2022-04-01 17:27:25,-11.55,20.7833,72.34,79,100,3.27,light rain,0.0,0.0
442,General Roca,AR,2022-04-01 17:27:26,-39.0333,-67.5833,76.89,13,100,18.07,overcast clouds,0.0,0.0
443,Hauterive,FR,2022-04-01 17:27:27,46.0901,3.4459,38.16,92,91,10.33,overcast clouds,0.0,0.0
444,Belmonte,BR,2022-04-01 17:27:27,-15.8631,-38.8828,84.67,62,1,8.01,clear sky,0.0,0.0
445,Katherine,AU,2022-04-01 17:27:28,-14.4667,132.2667,71.92,64,16,4.61,few clouds,0.0,0.0
446,Tornio,FI,2022-04-01 17:27:29,65.8481,24.1466,24.82,87,82,5.61,broken clouds,0.0,0.0
447,Port Blair,IN,2022-04-01 17:27:30,11.6667,92.75,78.84,89,20,2.3,mist,0.0,0.0
448,Arlit,NE,2022-04-01 17:27:30,18.7369,7.3853,97.11,2,37,4.61,scattered clouds,0.0,0.0
449,Miraflores,MX,2022-04-01 17:27:30,19.2167,-98.8083,78.03,15,25,7.0,scattered clouds,0.0,0.0
450,Aykhal,RU,2022-04-01 17:27:31,66.0,111.5,8.28,93,97,18.25,overcast clouds,0.0,0.0
451,Norrkoping,SE,2022-04-01 17:25:36,58.5942,16.1826,34.38,75,0,5.75,clear sky,0.0,0.0
452,Kupang,ID,2022-04-01 17:27:32,-10.1667,123.5833,76.46,85,7,5.91,clear sky,0.0,0.0
453,Svetlaya,RU,2022-04-01 17:27:32,46.5389,138.3297,23.11,74,6,8.25,clear sky,0.0,0.0
